1, -9.120000e+00, -9.120000e+00, -9.120000e+00, 9.000000e+01, 9.000000e+01, 9.000000e+01 
2, -5.203851e+00, -1.622468e+01, -6.524130e+00, 9.003655e+01, 8.997792e+01, 9.002421e+01 
3, -2.284892e+00, -2.205636e+01, -3.628580e+00, 9.009035e+01, 8.998216e+01, 9.005020e+01 
4, -6.427339e-01, -2.535581e+01, -1.971284e+00, 8.989070e+01, 9.000529e+01, 8.996808e+01 
5, 8.573944e-01, -2.837125e+01, -4.559692e-01, 9.006580e+01, 9.000382e+01, 8.988602e+01 
6, 2.247325e+00, -3.116630e+01, 9.492518e-01, 9.033382e+01, 9.004617e+01, 9.072655e+01 
7, 3.549306e+00, -3.378418e+01, 2.266801e+00, 9.129365e+01, 9.026087e+01, 9.187568e+01 
8, 4.777800e+00, -3.625502e+01, 3.510749e+00, 9.165670e+01, 9.041928e+01, 9.210084e+01 
9, 5.944327e+00, -3.860193e+01, 4.692775e+00, 9.190220e+01, 9.056276e+01, 9.225785e+01 
10, 7.058549e+00, -4.084256e+01, 5.822636e+00, 9.235677e+01, 9.078264e+01, 9.268939e+01 
11, 8.125245e+00, -4.299019e+01, 6.904912e+00, 9.244000e+01, 9.088621e+01, 9.271293e+01 
12, 9.151031e+00, -4.505596e+01, 7.946384e+00, 9.253536e+01, 9.098960e+01, 9.276831e+01 
13, 1.014060e+01, -4.704906e+01, 8.951738e+00, 9.265831e+01, 9.110102e+01, 9.286386e+01 
14, 1.109530e+01, -4.897643e+01, 9.922274e+00, 9.237630e+01, 9.103447e+01, 9.253385e+01 
15, 1.202793e+01, -5.084641e+01, 1.087100e+01, 9.332333e+01, 9.151015e+01, 9.351501e+01 
16, 1.293126e+01, -5.266228e+01, 1.179041e+01, 9.373227e+01, 9.175998e+01, 9.392173e+01 
17, 1.381043e+01, -5.442929e+01, 1.268576e+01, 9.411877e+01, 9.200633e+01, 9.430467e+01 
18, 1.465579e+01, -5.614857e+01, 1.354738e+01, 9.331229e+01, 9.165982e+01, 9.344651e+01 
19, 1.548155e+01, -5.782647e+01, 1.438956e+01, 9.251641e+01, 9.129330e+01, 9.260850e+01 
20, 1.629118e+01, -5.946657e+01, 1.521574e+01, 9.208566e+01, 9.109665e+01, 9.215498e+01 
21, 1.632500e+01, -5.953865e+01, 1.524225e+01, 9.096865e+01, 9.072407e+01, 8.948389e+01 
22, 1.645110e+01, -5.976655e+01, 1.538766e+01, 8.896882e+01, 8.988299e+01, 8.594256e+01 
23, 1.671817e+01, -6.016884e+01, 1.574989e+01, 8.446742e+01, 8.769345e+01, 7.994757e+01 
24, 1.704120e+01, -6.070654e+01, 1.613741e+01, 8.307384e+01, 8.712642e+01, 7.727110e+01 
25, 1.741590e+01, -6.137516e+01, 1.654772e+01, 8.283728e+01, 8.716541e+01, 7.589684e+01 
26, 1.780618e+01, -6.215230e+01, 1.688900e+01, 8.460635e+01, 8.829749e+01, 7.664679e+01 
27, 1.825875e+01, -6.305023e+01, 1.724283e+01, 8.677731e+01, 8.966287e+01, 7.791883e+01 
28, 1.893776e+01, -6.415507e+01, 1.806474e+01, 8.325769e+01, 8.783719e+01, 7.372739e+01 
29, 1.968427e+01, -6.537466e+01, 1.891040e+01, 8.082686e+01, 8.655645e+01, 7.079852e+01 
30, 2.024290e+01, -6.657913e+01, 1.923371e+01, 8.438187e+01, 8.873128e+01, 7.376759e+01 
31, 2.090490e+01, -6.789904e+01, 1.966630e+01, 8.704263e+01, 9.041258e+01, 7.599583e+01 
32, 2.161543e+01, -6.929861e+01, 2.007873e+01, 9.016222e+01, 9.239347e+01, 7.878992e+01 
33, 2.248675e+01, -7.086006e+01, 2.089835e+01, 8.915139e+01, 9.192452e+01, 7.764535e+01 
34, 2.335189e+01, -7.246014e+01, 2.157770e+01, 8.986791e+01, 9.248283e+01, 7.827455e+01 
35, 2.420992e+01, -7.408839e+01, 2.211259e+01, 9.216546e+01, 9.401986e+01, 8.053043e+01 
36, 2.509139e+01, -7.575089e+01, 2.256590e+01, 9.545489e+01, 9.619904e+01, 8.385477e+01 
37, 2.611155e+01, -7.757537e+01, 2.355165e+01, 9.347130e+01, 9.507873e+01, 8.200892e+01 
38, 2.704811e+01, -7.932148e+01, 2.402023e+01, 9.673295e+01, 9.727648e+01, 8.542572e+01 
39, 2.803028e+01, -8.109652e+01, 2.448253e+01, 1.002842e+02, 9.969395e+01, 8.921723e+01 
40, 2.908448e+01, -8.301139e+01, 2.546694e+01, 9.840623e+01, 9.859582e+01, 8.756352e+01 
41, 3.010725e+01, -8.482373e+01, 2.592717e+01, 1.020806e+02, 1.011299e+02, 9.156937e+01 
42, 3.117774e+01, -8.665954e+01, 2.644530e+01, 1.053908e+02, 1.034564e+02, 9.527167e+01 
43, 3.229116e+01, -8.850445e+01, 2.698528e+01, 1.087127e+02, 1.058224e+02, 9.904446e+01 
44, 3.495814e+01, -9.000000e+01, 2.651341e+01, 1.334380e+02, 1.232071e+02, 1.260961e+02 
45, 4.206281e+01, -9.000000e+01, 2.417544e+01, 1.668009e+02, 1.498079e+02, 1.666786e+02 
46, 4.693739e+01, -9.000000e+01, 1.991331e+01, 1.775864e+02, 1.600186e+02, 1.860886e+02 
47, 4.857572e+01, -8.996977e+01, 1.754437e+01, 1.795473e+02, 1.621461e+02, 1.928851e+02 
48, 4.992701e+01, -9.000000e+01, 1.553360e+01, 1.807173e+02, 1.635206e+02, 1.993088e+02 
49, 5.112575e+01, -9.000000e+01, 1.373644e+01, 1.815327e+02, 1.645439e+02, 2.063554e+02 
